ID	XL_ID	XL_ID_source	XENLA_XenBase_GeneNames	XENLA_GenBank_Description	HUMAN_UniProtID	HUMAN_GeneNames_Primary	HUMAN_GeneNames_Synonyms	eggNOG_annotation
ENOG411CSHG	123903954, 47937532, Xelaev18025280m.g, Xelaev18023179m.g	GenBank, Xenbase_9.1	NA, prpf38a.S, prpf38a.L	RecName: Full=Pre-mRNA-splicing factor 38A, LOC432312 protein [Xenopus laevis], NA	Q8NAV1	PRPF38A	"NA"	PRP38 pre-mRNA processing factor 38 (Yeast) domain containing A
ENOG411CSHH	Xelaev18034969m.g, Xelaev18009695m.g, Xelaev18006151m.g	Xenbase_9.1	csgalnact2.L, csgalnact1.S, csgalnact1.L	"NA"	Q8TDX6, Q8N6G5	CSGALNACT1, CSGALNACT2	CHGN GALNACT1, CHGN2 GALNACT2	Chondroitin sulfate N-acetylgalactosaminyltransferase
ENOG411CSHI	147901241, 148229739, 148231318, 213625312, 3157804, Xelaev18021100m.g, Xelaev18017618m.g, Xelaev18025838m.g, Xelaev18038151m.g	GenBank, Xenbase_9.1	NA, lrrn3.S, lrrn3.L, lrrn1-like.1.S, lrrn1-like.2.L	uncharacterized protein LOC399019 precursor [Xenopus laevis], leucine rich repeat neuronal 1 precursor [Xenopus laevis], neuronal leucine-rich repeat protein 6 [Xenopus laevis], Neuronal leucine-rich repeat protein 6 [Xenopus laevis], neuronal leucine-rich repeat protein [Xenopus laevis], NA	Q6UXK5, Q9H3W5, O75325	LRRN1, LRRN3, LRRN2	KIAA1497, NA, GAC1 LRRN5	leucine rich repeat neuronal
ENOG411CSHJ	148231827, Xelaev18013860m.g	GenBank, Xenbase_9.1	NA, mre11a.L	double-strand break repair protein MRE11 [Xenopus laevis], NA	P49959	MRE11	HNGS1 MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)
ENOG411CSHK	147906745, Xelaev18010863m.g	GenBank, Xenbase_9.1	NA, gtf2h2.S	general transcription factor IIH, polypeptide 2, 44kDa [Xenopus laevis], NA	Q13888, Q6P1K8	GTF2H2, GTF2H2C; GTF2H2C_2	BTF2P44, ; GTF2H2D	general transcription factor IIH, polypeptide 2, 44kDa
ENOG411CSHM	147905131, 148225720, 148230937, Xelaev18022358m.g, Xelaev18022359m.g, Xelaev18022395m.g, Xelaev18024678m.g, Xelaev18022360m.g	GenBank, Xenbase_9.1	NA, Xelaev18022358m.g, Xelaev18022359m.g, loc101733231.L, ctrb1.S, Xelaev18022360m.g	chymotrypsinogen B2 precursor [Xenopus laevis], chymotrypsinogen B1 precursor [Xenopus laevis], chymotrypsin-like precursor [Xenopus laevis], NA	P17538, Q6GPI1, P40313	CTRB1, CTRB2, CTRL	CTRB, NA, CTRL1	Chymotrypsin-like
ENOG411CSHN	Xelaev18022927m.g, Xelaev18004125m.g, Xelaev18041707m.g	Xenbase_9.1	Xelaev18022927m.g, st6galnac4.L, st6galnac4.S	"NA"	Q9H4F1, Q8NDV1	ST6GALNAC4, ST6GALNAC3	SIAT3C SIAT7D, SIAT7C	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase
ENOG411CSHP	148223954	GenBank	"NA"	methyltransferase-like protein 20 [Xenopus laevis]	Q8IXQ9	ETFBKMT	C12orf72 METTL20	methyltransferase like 20
ENOG411CSHQ	Xelaev18025230m.g, Xelaev18023120m.g	Xenbase_9.1	lurap1.S, lurap1.L	"NA"	Q96LR2	LURAP1	C1orf190 LRAP35A LRP35A	leucine rich adaptor protein 1
ENOG411CSHR	148222502, 148234070, 148235647, 76780307, Xelaev18028067m.g, Xelaev18025184m.g, Xelaev18028140m.g, Xelaev18015071m.g, Xelaev18030129m.g, Xelaev18028155m.g, Xelaev18028065m.g, Xelaev18028064m.g, Xelaev18009096m.g, Xelaev18028175m.g, Xelaev18016233m.g, Xelaev18004457m.g, Xelaev18028113m.g, Xelaev18015017m.g	GenBank, Xenbase_9.1	NA, loc101732906.L, Xelaev18025184m.g, Xelaev18028140m.g, loc100498356.S, Xelaev18030129m.g, loc101732299.L, Xelaev18028065m.g, Xelaev18028064m.g, zdhhc2.S, Xelaev18028175m.g, zdhhc20.S, Xelaev18004457m.g, loc100495640.L, Xelaev18015017m.g	uncharacterized protein LOC432043 [Xenopus laevis], zinc finger, DHHC-type containing 2 [Xenopus laevis], Zdhhc2 protein [Xenopus laevis], NA	Q5W0Z9, Q9UIJ5	ZDHHC20, ZDHHC2	NA, REAM REC ZNF372	Zinc finger, DHHC-type containing
ENOG411CSHS	Xelaev18007543m.g, Xelaev18010446m.g	Xenbase_9.1	cit.L, cit.S	"NA"	O14578	CIT	CRIK KIAA0949 STK21	Citron (Rho-interacting, serine threonine kinase 21)
ENOG411CSHT	Xelaev18009325m.g, Xelaev18016304m.g, Xelaev18005617m.g, Xelaev18013840m.g	Xenbase_9.1	trpc3.S, trpc6.S, trpc3.L, trpc6.L	"NA"	Q9HCX4, Q13507, Q9Y210	TRPC7, TRPC3, TRPC6	TRP7, TRP3, TRP6	Transient receptor potential cation channel subfamily C member
ENOG411CSHU	148226773, Xelaev18035087m.g	GenBank, Xenbase_9.1	NA, ercc1.L	excision repair cross-complementing 1 [Xenopus laevis], NA	P07992	ERCC1	"NA"	Excision repair cross-complementing rodent repair deficiency, complementation group 1 (Includes overlapping antisense sequence)
ENOG411CSHW	147906807, Xelaev18026161m.g	GenBank, Xenbase_9.1	NA, haao.L	3-hydroxyanthranilate 3,4-dioxygenase [Xenopus laevis], NA	P46952	HAAO	"NA"	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate (By similarity)
ENOG411CSHX	Xelaev18045541m.g	Xenbase_9.1	rpusd1.L	"NA"	Q9UJJ7	RPUSD1	C16orf40 RLUCL	RNA pseudouridylate synthase domain containing 1
ENOG411CSI0	Xelaev18016366m.g, Xelaev18014028m.g	Xenbase_9.1	fam181b.S, fam181b.L	"NA"	A6NEQ2	FAM181B	"NA"	family with sequence similarity 181, member B
ENOG411CSI1	148235180, Xelaev18007607m.g	GenBank, Xenbase_9.1	NA, sirt4.L	sirtuin 4 [Xenopus laevis], NA	Q9Y6E7	SIRT4	SIR2L4	NAD-dependent protein ADP-ribosyl transferase. Catalyzes the transfer of ADP-ribosyl groups onto target proteins, including mitochondrial GLUD1. Inhibits GLUD1 enzyme activity. Down- regulates insulin secretion. Has no detectable protein deacetylase activity (By similarity)
ENOG411CSI2	116487882, 148232130, 213623653, Xelaev18042675m.g, Xelaev18042674m.g	GenBank, Xenbase_9.1	NA, Xelaev18042675m.g, Xelaev18042674m.g	Fut-8 protein [Xenopus laevis], fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Xenopus laevis], Fut8-A protein [Xenopus laevis], NA	Q9BYC5	FUT8	"NA"	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans (By similarity)
ENOG411CSI4	Xelaev18017554m.g, Xelaev18021161m.g	Xenbase_9.1	ptprb.L, ptprb.S	"NA"	P23467	PTPRB	PTPB	protein tyrosine phosphatase, receptor type, B
ENOG411CSI5	Xelaev18026747m.g	Xenbase_9.1	adgb.L	"NA"	Q8N7X0	ADGB	C6orf103 CAPN7L	androglobin
ENOG411CSI6	169642554, Xelaev18036646m.g, Xelaev18034253m.g	GenBank, Xenbase_9.1	NA, ablim1.S, ablim1.L	LOC100158300 protein [Xenopus laevis], NA	O14639	ABLIM1	ABLIM KIAA0059 LIMAB1	actin binding LIM protein 1
ENOG411CSI7	Xelaev18032844m.g, Xelaev18030699m.g	Xenbase_9.1	zmynd11.S, zmynd11.L	"NA"	Q15326	ZMYND11	BRAM1 BS69	zinc finger, MYND-type containing 11
ENOG411CSI8	Xelaev18018433m.g, Xelaev18020442m.g, Xelaev18006610m.g, Xelaev18001162m.g	Xenbase_9.1	cilp.L, cilp.S, cilp2.L, cilp2.S	"NA"	O75339, Q8IUL8	CILP, CILP2	"NA"	cartilage intermediate layer protein
ENOG411CSI9	147903201, 148224722, 148229028, 148234299, 213623782, 6449075, Xelaev18002481m.g, Xelaev18041404m.g, Xelaev18001862m.g, Xelaev18019818m.g, Xelaev18002598m.g, Xelaev18038145m.g, Xelaev18041374m.g, Xelaev18001863m.g	GenBank, Xenbase_9.1	NA, Xelaev18002481m.g, Xelaev18041404m.g, Xelaev18001862m.g, syn3.S, syn2.S, Xelaev18038145m.g, Xelaev18041374m.g, syn2.L	synapsin III [Xenopus laevis], synapsin IIa [Xenopus laevis], MGC84302 protein [Xenopus laevis], synapsin II [Xenopus laevis], Synapsin IIa [Xenopus laevis], synapsin I [Xenopus laevis], NA	O14994, Q92777, P17600	SYN3, SYN2, SYN1	"NA"	synapsin
ENOG411CSIA	123903949, 148236751, 47939990, 49118984, Xelaev18039283m.g	GenBank, Xenbase_9.1	NA, yif1b.L	RecName: Full=Protein YIF1B-B; AltName: Full=YIP1-interacting factor homolog B-B, protein YIF1B-A [Xenopus laevis], LOC432153 protein [Xenopus laevis], LOC443676 protein [Xenopus laevis], NA	Q5BJH7	YIF1B	"NA"	Yip1 interacting factor homolog B (S. cerevisiae)
ENOG411CSIB	147906853, 148230434, Xelaev18025123m.g, Xelaev18019008m.g, Xelaev18022987m.g	GenBank, Xenbase_9.1	NA, jak1.S, tyk2.L, jak1.L	Janus kinase 1 (a protein tyrosine kinase) [Xenopus laevis], tyrosine kinase 2 [Xenopus laevis], NA	P29597, P23458	TYK2, JAK1	NA, JAK1A JAK1B	tyrosine-protein kinase
ENOG411CSIC	147906538, 50415131, Xelaev18006916m.g	GenBank, Xenbase_9.1	NA, vps13a.L	vacuolar protein sorting 13 homolog A [Xenopus laevis], LOC445856 protein [Xenopus laevis], NA	Q96RL7	VPS13A	CHAC KIAA0986	vacuolar protein sorting 13 homolog A (S. cerevisiae)
ENOG411CSID	147905236, 238915923, Xelaev18037166m.g, Xelaev18009448m.g, Xelaev18005759m.g, Xelaev18034917m.g	GenBank, Xenbase_9.1	NA, unc5b.S, unc5c.S, unc5c.L, unc5b.L	netrin receptor UNC5B precursor [Xenopus laevis], unc-5-like protein B [Xenopus laevis], NA	O95185, Q8IZJ1	UNC5C, UNC5B	UNC5H3, P53RDL1 UNC5H2	unc-5 homolog C (C. elegans)
ENOG411CSIE	147900273, 148225248, 47937571, 6006270	GenBank	"NA"	SET nuclear oncogene [Xenopus laevis], MGC64240 protein [Xenopus laevis], TAF-Ibeta2 [Xenopus laevis]	NA	NA	NA	Nucleosome assembly protein (NAP)
ENOG411CSIF	147904519, 74039697, Xelaev18034723m.g, Xelaev18020239m.g	GenBank, Xenbase_9.1	NA, entpd7.L, entpd4.S	ectonucleoside triphosphate diphosphohydrolase 4 [Xenopus laevis], ecto-nucleosidase triphosphate diphosphohydrolase 7 [Xenopus laevis], NA	Q9Y227, Q9NQZ7	ENTPD4, ENTPD7	KIAA0392 LALP70 LYSAL1, LALP1	Ectonucleoside triphosphate diphosphohydrolase
ENOG411CSIG	147899302, Xelaev18043322m.g, Xelaev18015807m.g, Xelaev18046074m.g, Xelaev18013293m.g	GenBank, Xenbase_9.1	NA, fmnl1.L, fmnl3.S, fmnl1.S, fmnl3.L	formin-like 1 [Xenopus laevis], NA	Q8IVF7	FMNL3	FHOD3 FRL2 KIAA2014 WBP3	Formin-like
ENOG411CSII	148228916	GenBank	"NA"	Ras-like without CAAX 1 [Xenopus laevis]	Q92963, Q99578	RIT1, RIT2	RIBB RIT ROC1, RIN ROC2	Ras-like without CAAX
ENOG411CSIJ	Xelaev18043200m.g, Xelaev18045959m.g	Xenbase_9.1	socs7.L, socs7.S	"NA"	O14512	SOCS7	NAP4 SOCS6	suppressor of cytokine signaling 7
ENOG411CSIK	Xelaev18036150m.g, Xelaev18037869m.g	Xenbase_9.1	kcnj14.L, kcnj14.S	"NA"	Q9UNX9	KCNJ14	IRK4	Potassium inwardly-rectifying channel, subfamily J, member 14
ENOG411CSIM	125858896, 147899133, Xelaev18038114m.g, Xelaev18042611m.g, Xelaev18020940m.g	GenBank, Xenbase_9.1	NA, suv39h1.L, suv39h1.S, suv39h2.S	LOC100037174 protein [Xenopus laevis], histone-lysine N-methyltransferase SUV39H1 [Xenopus laevis], NA	O43463, Q9H5I1	SUV39H1, SUV39H2	KMT1A SUV39H, KMT1B	suppressor of variegation 3-9 homolog
ENOG411CSIN	148921633, Xelaev18028632m.g	GenBank, Xenbase_9.1	NA, acbd3.S	Acbd3 protein [Xenopus laevis], NA	Q9H3P7	ACBD3	GCP60 GOCAP1 GOLPH1	acyl-CoA binding domain containing 3
ENOG411CSIP	Xelaev18030124m.g, Xelaev18028115m.g	Xenbase_9.1	klhl29.S, Xetrov90015210m.L	"NA"	Q96CT2	KLHL29	KBTBD9 KIAA1921	kelch-like 29 (Drosophila)
ENOG411CSIQ	148236402, Xelaev18044058m.g	GenBank, Xenbase_9.1	NA, kiaa0195-like.L	uncharacterized protein LOC414537 [Xenopus laevis], NA	Q12767	TMEM94	KIAA0195	kiaa0195
ENOG411CSIR	Xelaev18018182m.g, Xelaev18020656m.g	Xenbase_9.1	pygo1.L, pygo1.S	"NA"	Q9Y3Y4	PYGO1	"NA"	pygopus homolog 1 (Drosophila)
ENOG411CSIS	147901944, 147903994, 9858129, Xelaev18012872m.g, Xelaev18015451m.g	GenBank, Xenbase_9.1	NA, tfg.L, tfg.S	trk-fused a [Xenopus laevis], trk-fused b [Xenopus laevis], TRK-fused protein TFG [Xenopus laevis], NA	Q92734	TFG	"NA"	trk-fused gene
ENOG411CSIU	148230418, 187708808, Xelaev18026705m.g	GenBank, Xenbase_9.1	NA, iyd.L	iodotyrosine deiodinase [Xenopus laevis], iodotyrosine dehalogenase protein [Xenopus laevis], NA	Q6PHW0	IYD	C6orf71 DEHAL1	Iodotyrosine deiodinase
ENOG411CSIV	Xelaev18024790m.g	Xenbase_9.1	bbs2.S	"NA"	Q9BXC9	BBS2	"NA"	Bardet-Biedl syndrome 2
ENOG411CSIW	148232970, Xelaev18047016m.g, Xelaev18044476m.g	GenBank, Xenbase_9.1	NA, dnajb2.S, dnajb2.L	DnaJ (Hsp40) homolog, subfamily B, member 2 [Xenopus laevis], NA	P25686	DNAJB2	HSJ1 HSPF3	DnaJ (Hsp40) homolog, subfamily B, member 2
ENOG411CSIX	147898847, Xelaev18034101m.g, Xelaev18032509m.g, Xelaev18025033m.g, Xelaev18022773m.g	GenBank, Xenbase_9.1	NA, gpt2.S, gpt2.L, loc100494152.S, loc100494152.L	alanine aminotransferase 2 [Xenopus laevis], NA	P24298, Q8TD30	GPT, GPT2	AAT1 GPT1, AAT2 ALT2	transaminase (Alanine aminotransferase)
ENOG411CSIY	Xelaev18011063m.g, Xelaev18020642m.g, Xelaev18018196m.g, Xelaev18020643m.g, Xelaev18008416m.g	Xenbase_9.1	onecut2.S, Xelaev18020642m.g, Xelaev18018196m.g, Xelaev18020643m.g, onecut2.L	"NA"	Q9UBC0, O95948	ONECUT1, ONECUT2	HNF6 HNF6A, HNF6B	one cut homeobox
ENOG411CSIZ	Xelaev18031354m.g	Xenbase_9.1	galnt12.L	"NA"	Q8IXK2	GALNT12	"NA"	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
ENOG411CSJ1	116487978, 148227332, 148236221, Xelaev18047131m.g, Xelaev18044623m.g, Xelaev18033132m.g	GenBank, Xenbase_9.1	NA, tbr1.S, tbr1.L, eomes.S	LOC398065 protein [Xenopus laevis], T-box 21 [Xenopus laevis], eomesodermin [Xenopus laevis], NA	Q16650, O95936	TBR1, EOMES	NA, TBR2	T-box, brain, 1
ENOG411CSJ2	116487835, 120577674, 148226096, Xelaev18029827m.g, Xelaev18027736m.g, Xelaev18019556m.g, Xelaev18027735m.g, Xelaev18029826m.g, Xelaev18019555m.g, Xelaev18019553m.g, Xelaev18001039m.g, Xelaev18001041m.g, Xelaev18019554m.g	GenBank, Xenbase_9.1	NA, plscr1.S, plscr1.L, plscr3.L, plscr2.L, plscr2.S, Xelaev18019555m.g, loc100488434.L, loc100488434.S, plscr3.S, loc100489081.L	Plscr2 protein [Xenopus laevis], LOC100037052 protein [Xenopus laevis], phospholipid scramblase 1 [Xenopus laevis], NA	O15162, Q9NRY7, Q9NRY6	PLSCR1, PLSCR2, PLSCR3	"NA"	Phospholipid scramblase
ENOG411CSJ3	122063332, 148226015, Xelaev18039993m.g	GenBank, Xenbase_9.1	NA, c15orf41.L	RecName: Full=Uncharacterized protein C15orf41 homolog, hypothetical protein LOC779112 [Xenopus laevis], NA	Q9Y2V0	C15orf41	"NA"	chromosome 15 open reading frame 41
ENOG411CSJ4	Xelaev18026599m.g	Xenbase_9.1	mertk.L	"NA"	Q12866	MERTK	MER	c-mer proto-oncogene tyrosine kinase
ENOG411CSJ5	148227808, 49118127, Xelaev18006174m.g	GenBank, Xenbase_9.1	NA, wrn.L	Werner syndrome ATP-dependent helicase homolog [Xenopus laevis], FFA-1 protein [Xenopus laevis], NA	Q14191	WRN	RECQ3 RECQL2	Werner syndrome, RecQ helicase-like
ENOG411CSJ6	148222985	GenBank	"NA"	chromosome 9 open reading frame 6 [Xenopus laevis]	Q9NX38	ABITRAM	C9orf6 FAM206A	family with sequence similarity 206, member A
ENOG411CSJ7	Xelaev18047174m.g, Xelaev18044704m.g	Xenbase_9.1	rapgef4.S, rapgef4.L	"NA"	Q8WZA2	RAPGEF4	CGEF2 EPAC2	Rap guanine nucleotide exchange factor (GEF) 4
ENOG411CSJ8	Xelaev18013252m.g	Xenbase_9.1	ccdc122.L	"NA"	Q5T0U0	CCDC122	"NA"	Coiled-coil domain containing 122
ENOG411CSJA	114108104, Xelaev18026613m.g	GenBank, Xenbase_9.1	NA, dusp12.L	Dusp12 protein [Xenopus laevis], NA	Q9UNI6	DUSP12	"NA"	dual specificity phosphatase 12
ENOG411CSJB	Xelaev18016489m.g	Xenbase_9.1	lipt2.S	"NA"	A6NK58	LIPT2	"NA"	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity)
ENOG411CSJD	Xelaev18023686m.g, Xelaev18025688m.g	Xenbase_9.1	ankrd54.L, ankrd54.S	"NA"	Q6NXT1	ANKRD54	LIAR	Ankyrin repeat domain 54
ENOG411CSJE	135713, 135715, 1377893, 148222727, 148223405, 213623679, 213979, 214830, 214832, Xelaev18031049m.g, Xelaev18045914m.g, Xelaev18033121m.g	GenBank, Xenbase_9.1	NA, thrb.L, thra.S, thrb.S	RecName: Full=Thyroid hormone receptor beta-A; Short=TRbetaA; Short=xTR; AltName: Full=Nuclear receptor subfamily 1 group A member 2-A, RecName: Full=Thyroid hormone receptor beta-B; Short=TRbetaB; AltName: Full=Nuclear receptor subfamily 1 group A member 2-B, thyroid hormone alpha B receptor [Xenopus laevis], thyroid hormone receptor alpha-A [Xenopus laevis], Thrb protein [Xenopus laevis], Thyroid hormone receptor [Xenopus laevis], thyroid hormone receptor beta B1 protein [Xenopus laevis], thyroid hormone receptor [Xenopus laevis], thyroid hormone receptor protein [Xenopus laevis], NA	P10828, P10827	THRB, THRA	ERBA2 NR1A2 THR1, EAR7 ERBA1 NR1A1 THRA1 THRA2	Thyroid hormone receptor
ENOG411CSJF	147905137, Xelaev18032848m.g, Xelaev18030705m.g	GenBank, Xenbase_9.1	NA, idi1.S, idi1.L	isopentenyl-diphosphate delta isomerase 1 [Xenopus laevis], NA	Q13907	IDI1	"NA"	Isopentenyl-diphosphate delta isomerase
ENOG411CSJG	Xelaev18019848m.g, Xelaev18002529m.g	Xenbase_9.1	gpr19.S, gpr19.L	"NA"	Q15760	GPR19	"NA"	G protein-coupled receptor 19
ENOG411CSJH	Xelaev18018427m.g, Xelaev18020445m.g	Xenbase_9.1	kbtbd13.L, kbtbd13.S	"NA"	C9JR72	KBTBD13	"NA"	kelch repeat and BTB (POZ) domain containing 13
ENOG411CSJJ	Xelaev18031077m.g, Xelaev18033136m.g	Xenbase_9.1	tgfbr2.L, tgfbr2.S	"NA"	P37173	TGFBR2	"NA"	Transforming growth factor, beta receptor II (70 80kDa)
ENOG411CSJK	148234271, Xelaev18034009m.g	GenBank, Xenbase_9.1	NA, fam49b.S	uncharacterized protein LOC380582 [Xenopus laevis], NA	Q9NUQ9	FAM49B	"NA"	Family with sequence similarity 49, member B
ENOG411CSJM	147904006, 148226436, Xelaev18006738m.g, Xelaev18010021m.g	GenBank, Xenbase_9.1	NA, nipsnap3a.L, nipsnap3a.S	nipsnap homolog 3A [Xenopus laevis], NA	Q9UFN0, Q9BS92	NIPSNAP3A, NIPSNAP3B	NIPSNAP4, NIPSNAP3	nipsnap homolog 3A (C. elegans)
ENOG411CSJN	Xelaev18005074m.g, Xelaev18008900m.g	Xenbase_9.1	cpz.L, cpz.S	"NA"	Q66K79	CPZ	"NA"	carboxypeptidase Z
ENOG411CSJQ	Xelaev18000868m.g, Xelaev18019190m.g	Xenbase_9.1	c7orf43.S, c7orf43.L	"NA"	Q8WVR3	MAP11	C7orf43	chromosome 7 open reading frame 43
ENOG411CSJS	Xelaev18032923m.g	Xenbase_9.1	slc39a12.S	"NA"	Q504Y0	SLC39A12	ZIP12	solute carrier family 39 (zinc transporter), member 12
ENOG411CSJT	Xelaev18046748m.g, Xelaev18044114m.g	Xenbase_9.1	tnrc6c.S, tnrc6c.L	"NA"	Q9HCJ0	TNRC6C	KIAA1582	Trinucleotide repeat containing 6C
ENOG411CSJU	28175724, 350606386, Xelaev18034467m.g, Xelaev18036795m.g	GenBank, Xenbase_9.1	NA, ccdc6.L, ccdc6.S	MGC53501 protein [Xenopus laevis], coiled-coil domain containing 6 [Xenopus laevis], NA	Q16204	CCDC6	D10S170 TST1	Coiled-coil domain containing 6
ENOG411CSJV	148225724, 148229218, Xelaev18037901m.g, Xelaev18022051m.g, Xelaev18024317m.g, Xelaev18017954m.g	GenBank, Xenbase_9.1	NA, cpt1a.S, loc100490391-like.L, loc100490391-like.S, cpt1b.L	carnitine palmitoyltransferase 1A (liver) [Xenopus laevis], carnitine palmitoyltransferase 1B (muscle) [Xenopus laevis], NA	P50416, Q92523, Q8TCG5	CPT1A, CPT1B, CPT1C	CPT1, KIAA1670, CATL1	Carnitine palmitoyltransferase
ENOG411CSJW	1582343, 259016297	GenBank	"NA"	cap-binding protein, RecName: Full=Nuclear cap-binding protein subunit 2; AltName: Full=20 kDa nuclear cap-binding protein; AltName: Full=NCBP 20 kDa subunit; Short=CBP20	P52298	NCBP2	CBP20	Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing, translation regulation, nonsense-mediated mRNA decay, RNA-mediated gene silencing (RNAi) by microRNAs (miRNAs) and mRNA export. The CBC complex is involved in mRNA export from the nucleus via its interaction with ALYREF THOC4 ALY, leading to the recruitment of the mRNA export machinery to the 5' end of mRNA and to mRNA export in a 5' to 3' direction through the nuclear pore. The CBC complex is also involved in mediating U snRNA and intronless mRNAs export from the nucleus. The CBC complex is essential for a pioneer round of mRNA translation, before steady state translation when the CBC complex is replaced by cytoplasmic cap-binding protein eIF4E. The pioneer round of mRNA translation mediated by the CBC complex plays a central role in nonsense-mediated mRNA decay (NMD), NMD only taking place in mRNAs bound to the CBC complex, but not on eIF4E-bound mRNAs. The CBC complex enhances NMD in mRNAs containing at least one exon-junction complex (EJC) via its interaction with UPF1, promoting the interaction between UPF1 and UPF2. The CBC complex is also involved in 'failsafe' NMD, which is independent of the EJC complex, while it does not participate in Staufen-mediated mRNA decay (SMD). During cell proliferation, the CBC complex is also involved in microRNAs (miRNAs) biogenesis via its interaction with SRRT ARS2, thereby being required for miRNA- mediated RNA interference. The CBC complex also acts as a negative regulator of PARN, thereby acting as an inhibitor of mRNA deadenylation. In the CBC complex, NCBP2 CBP20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires NCBP1 CBP80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure
ENOG411CSJX	15022451, 2852363, 315192513, 315192515, 334847696, 3598688, 50417959, 50927222, Xelaev18021541m.g, Xelaev18017099m.g, Xelaev18005193m.g, Xelaev18008979m.g	GenBank, Xenbase_9.1	NA, pcdh1.S, pcdh1.L, pcdh7.L, pcdh7.S	axial protocadherin [Xenopus laevis], NF-protocadherin [Xenopus laevis], Pcdh1 [Xenopus laevis], axial protocaderin [Xenopus laevis], Unknown (protein for IMAGE:4958923) [Xenopus laevis], Unknown (protein for MGC:86208) [Xenopus laevis], NA	Q08174, O60245	PCDH1, PCDH7	NA, BHPCDH	Protocadherin
ENOG411CSJY	148230847, Xelaev18012530m.g, Xelaev18015204m.g	GenBank, Xenbase_9.1	NA, oscp1.L, oscp1.S	oxidored-nitro domain-containing protein [Xenopus laevis], NA	Q8WVF1	OSCP1	C1orf102 NOR1	organic solute carrier partner 1
ENOG411CSJZ	50418281, Xelaev18016776m.g, Xelaev18015564m.g, Xelaev18013025m.g	GenBank, Xenbase_9.1	NA, cyfip2.L, cyfip1.S, cyfip1.L	CYFIP1 protein [Xenopus laevis], NA	Q7L576	CYFIP1	KIAA0068	cytoplasmic FMR1 interacting protein
ENOG411CSK0	148228358, Xelaev18021930m.g	GenBank, Xenbase_9.1	NA, nup160.L	nucleoporin 160kDa [Xenopus laevis], NA	Q12769	NUP160	KIAA0197 NUP120	Nucleoporin 160kDa
ENOG411CSK1	147905315, 148226374, Xelaev18023235m.g	GenBank, Xenbase_9.1	NA, cacybp.L	Siah-interacting protein [Xenopus laevis], calcyclin binding protein [Xenopus laevis], NA	Q9HB71	CACYBP	S100A6BP SIP	Calcyclin binding protein
ENOG411CSK2	147899240, Xelaev18020602m.g, Xelaev18006069m.g, Xelaev18018248m.g, Xelaev18009628m.g	GenBank, Xenbase_9.1	NA, sppl2a.S, sppl2b.L, sppl2a.L, sppl2b.S	signal peptide peptidase-like 2B [Xenopus laevis], NA	Q8TCT7, Q8TCT8, Q8IUH8	SPPL2B, SPPL2A, SPPL2C	IMP4 KIAA1532 PSL1, IMP3 PSL2, IMP5	signal peptide peptidase like
ENOG411CSK3	148227184, 148232561, 27924357, Xelaev18029563m.g, Xelaev18012237m.g, Xelaev18027436m.g, Xelaev18027437m.g	GenBank, Xenbase_9.1	NA, Xelaev18029563m.g, rnpep.L, Xelaev18027436m.g, rnpepl1.L	arginyl aminopeptidase (aminopeptidase B) [Xenopus laevis], LOC398435 protein [Xenopus laevis], NA	Q9HAU8, Q9H4A4	RNPEPL1, RNPEP	NA, APB	arginyl aminopeptidase (aminopeptidase
ENOG411CSK4	Xelaev18015227m.g, Xelaev18012556m.g, Xelaev18027383m.g, Xelaev18029477m.g, Xelaev18032429m.g, Xelaev18034064m.g, Xelaev18027384m.g, Xelaev18029476m.g, Xelaev18034061m.g	Xenbase_9.1	adgrb2.S, adgrb2.L, Xetrov90014302m.L, Xetrov90014302m.S, Xetrov90017250m.L, Xetrov90017250m.S, bai3.L, bai3.S, bai1.S	"NA"	O60242, O14514, O60241	ADGRB3, ADGRB1, ADGRB2	BAI3 KIAA0550, BAI1, BAI2	brain-specific angiogenesis inhibitor
